Latitude UTM (m),Longitude UTM (m)
432313,2975115
432321,2975116
432330,2975116
432338,2975117
432346,2975117
432354,2975118
432362,2975118
432371,2975119
432379,2975118
432388,2975117
432396,2975115
432405,2975114
432413,2975113
432422,2975112
432431,2975111
432439,2975110
432448,2975108
432456,2975107
432465,2975105
432473,2975103
432482,2975101
432491,2975099
432499,2975096
432508,2975094
432517,2975091
432525,2975089
432534,2975086
432542,2975085
432550,2975083
432558,2975081
432566,2975080
432574,2975078
432581,2975074
432584,2975073
432589,2975071
432597,2975067
432604,2975064
432612,2975060
432619,2975057
432627,2975051
432634,2975045
432641,2975039
432648,2975034
432656,2975029
432663,2975024
432670,2975019
432679,2975015
432688,2975012
432696,2975008
432705,2975005
432714,2975002
432723,2974998
432730,2974993
432737,2974989
432744,2974984
432752,2974978
432760,2974973
432768,2974967
432776,2974961
432784,2974955
432797,2974947
432805,2974944
432812,2974940
432821,2974938
432830,2974936
432838,2974934
432850,2974934
432862,2974934
432873,2974934
432884,2974934
432892,2974935
432901,2974935
432909,2974935
432917,2974935
432926,2974936
432934,2974936
432943,2974936
432951,2974936
432960,2974937
432968,2974937
432976,2974937
432985,2974937
432993,2974938
433001,2974938
433009,2974939
433011,2974939
433017,2974939
433025,2974939
433034,2974940
433042,2974940
433050,2974941
433058,2974941
433066,2974941
433075,2974941
433083,2974941
433092,2974941
433100,2974941
433108,2974941
433117,2974940
433125,2974940
433134,2974940
433142,2974940
433151,2974940
433159,2974940
433168,2974940
433176,2974940
433184,2974939
433193,2974939
433201,2974939
433209,2974938
433217,2974937
433225,2974937
433233,2974936
433241,2974935
433249,2974935
433258,2974934
433266,2974933
433274,2974933
433282,2974934
433291,2974934
433299,2974934
433307,2974934
433315,2974934
433325,2974934
433334,2974935
433344,2974935
433353,2974936
433363,2974938
433372,2974941
433381,2974943
433390,2974946
433398,2974950
433405,2974953
433412,2974957
433420,2974960
433429,2974963
433438,2974966
433447,2974968
433456,2974971
433465,2974974
433474,2974974
433483,2974974
433492,2974975
433501,2974975
433509,2974974
433518,2974973
433527,2974972
433535,2974970
433546,2974968
433556,2974965
433566,2974963
433576,2974960
433585,2974956
433595,2974953
433604,2974949
433611,2974945
433619,2974940
433626,2974936
433633,2974931
433634,2974931
433641,2974927
433649,2974923
433657,2974920
433665,2974917
433672,2974913
433681,2974912
433690,2974910
433699,2974908
433709,2974908
433720,2974908
433730,2974908
433740,2974909
433750,2974910
433760,2974911
433769,2974913
433777,2974916
433786,2974918
433794,2974921
433802,2974925
433810,2974929
433818,2974933
433826,2974940
433835,2974947
433839,2974954
433844,2974961
433848,2974968
433853,2974974
433858,2974981
433863,2974989
433868,2974996
433873,2975004
433878,2975011
433883,2975019
433888,2975026
433893,2975033
433898,2975040
433902,2975047
433907,2975054
433912,2975061
433917,2975068
433922,2975076
433928,2975083
433933,2975090
433938,2975098
433944,2975105
433948,2975112
433953,2975119
433957,2975126
433962,2975133
433966,2975140
433971,2975147
433974,2975155
433978,2975163
433982,2975171
433985,2975179
433989,2975187
433992,2975196
433996,2975204
433999,2975213
434002,2975222
434005,2975230
434006,2975234
434008,2975238
434010,2975246
434012,2975256
434013,2975265
434014,2975266
434013,2975278
434012,2975289
434013,2975298
434014,2975306
434016,2975314
434018,2975322
434020,2975330
434022,2975338
434024,2975346
434026,2975354
434028,2975362
434031,2975370
434033,2975377
434036,2975385
434039,2975393
434041,2975400
434044,2975408
434047,2975415
434049,2975423
434052,2975431
434055,2975438
434059,2975445
434063,2975453
434066,2975460
434070,2975467
434073,2975475
434077,2975482
434080,2975490
434084,2975497
434087,2975504
434091,2975512
434096,2975522
434101,2975531
434106,2975538
434111,2975545
434116,2975552
434121,2975559
434128,2975566
434134,2975574
434141,2975581
434148,2975588
434154,2975595
434161,2975601
434167,2975607
434174,2975613
434180,2975619
434191,2975624
434201,2975629
434211,2975632
434222,2975636
434237,2975637
434248,2975637
434259,2975636
434269,2975635
434279,2975634
434290,2975631
434301,2975628
434311,2975626
434322,2975624
434329,2975621
434337,2975617
434344,2975614
434353,2975610
434361,2975606
434370,2975602
434377,2975598
434384,2975594
434391,2975590
434398,2975585
434405,2975581
434412,2975577
434420,2975574
434428,2975571
434436,2975567
434444,2975564
434452,2975561
434460,2975558
434468,2975554
434476,2975551
434484,2975546
434491,2975541
434499,2975536
434507,2975531
434512,2975525
434518,2975518
434523,2975512
434528,2975503
434532,2975494
434537,2975485
434541,2975478
434546,2975471
434550,2975464
434555,2975457
434561,2975451
434568,2975444
434574,2975437
434581,2975431
434587,2975426
434594,2975421
434600,2975416
434607,2975411
434613,2975406
434620,2975401
434626,2975396
434633,2975390
434640,2975385
434647,2975379
434653,2975374
434660,2975368
434667,2975363
434674,2975357
434681,2975352
434687,2975346
434694,2975341
434701,2975336
434708,2975331
434715,2975327
434723,2975322
434730,2975318
434737,2975313
434744,2975309
434751,2975304
434758,2975300
434765,2975295
434773,2975292
434780,2975288
434788,2975284
434796,2975280
434803,2975276
434811,2975272
434819,2975268
434827,2975264
434836,2975260
434844,2975256
434852,2975252
434859,2975248
434866,2975244
434874,2975240
434881,2975235
434888,2975231
434896,2975227
434904,2975224
434912,2975220
434921,2975217
434929,2975214
434938,2975210
434946,2975207
434954,2975203
434961,2975199
434968,2975195
434975,2975192
434983,2975188
434990,2975184
434997,2975180
435005,2975176
435011,2975170
435018,2975164
435024,2975158
435031,2975152
435037,2975146
435044,2975138
435050,2975130
435057,2975123
435064,2975115
435071,2975108
435079,2975105
435087,2975103
435096,2975101
435106,2975099
435115,2975098
435124,2975098
435132,2975097
435140,2975097
435149,2975097
435157,2975099
435165,2975100
435173,2975102
435182,2975102
435190,2975103
435199,2975103
435207,2975103
435215,2975103
435224,2975104
435232,2975105
435240,2975106
435248,2975107
435257,2975108
435265,2975109
435273,2975110
435281,2975111
435289,2975112
435298,2975111
435307,2975111
435316,2975111
435324,2975111
435333,2975111
435342,2975110
435350,2975108
435358,2975106
435366,2975104
435374,2975102
435382,2975098
435390,2975095
435398,2975091
435405,2975087
435413,2975084
435421,2975080
435429,2975076
435437,2975072
435444,2975068
435451,2975064
435459,2975060
435466,2975056
435473,2975052
435481,2975048
435488,2975043
435496,2975041
435505,2975038
435513,2975035
435522,2975032
435530,2975029
435538,2975024
435547,2975019
435556,2975014
435563,2975008
435571,2975002
435578,2974996
435585,2974990
435593,2974984
435600,2974980
435608,2974976
435615,2974973
435622,2974969
435630,2974965
435638,2974960
435646,2974955
435654,2974950
435663,2974945
435670,2974939
435677,2974933
435684,2974927
435691,2974922
435698,2974916
435705,2974910
435712,2974904
435719,2974898
435725,2974891
435732,2974884
435738,2974877
435744,2974871
435751,2974864
435755,2974856
435759,2974849
435763,2974841
435768,2974831
435773,2974820
435776,2974813
435778,2974805
435781,2974797
435783,2974789
435786,2974781
435789,2974772
435791,2974764
435794,2974755
435796,2974747
435798,2974739
435799,2974730
435800,2974720
435801,2974710
435802,2974700
435803,2974690
435804,2974681
435805,2974672
435806,2974663
435807,2974653
435808,2974644
435808,2974635
435807,2974624
435806,2974614
435805,2974603
435803,2974594
435801,2974585
435799,2974576
435799,2974576
435797,2974565
435795,2974555
435794,2974544
435793,2974536
435792,2974528
435791,2974520
435790,2974512
435789,2974504
435788,2974496
435787,2974488
435787,2974479
435786,2974470
435786,2974461
435785,2974453
435785,2974444
435784,2974434
435783,2974423
435782,2974413
435780,2974404
435779,2974396
435777,2974387
435776,2974378
435774,2974369
435773,2974360
435771,2974351
435769,2974343
435767,2974335
435766,2974326
435764,2974318
435762,2974309
435760,2974301
435758,2974292
435758,2974284
435758,2974275
435758,2974267
435758,2974258
435757,2974249
435759,2974240
435760,2974230
435762,2974221
435764,2974211
435766,2974203
435766,2974202
435768,2974195
435771,2974187
435773,2974179
435775,2974171
435778,2974163
435780,2974155
435783,2974148
435785,2974140
435788,2974132
435790,2974124
435793,2974117
435795,2974109
435798,2974101
435802,2974093
435805,2974086
435809,2974078
435812,2974070
435816,2974062
435821,2974055
435826,2974048
435831,2974041
435837,2974034
435842,2974027
435849,2974021
435856,2974015
435863,2974008
435870,2974002
435876,2973996
435883,2973990
435890,2973984
435896,2973978
435903,2973972
435910,2973968
435918,2973964
435925,2973960
435932,2973956
435939,2973952
435946,2973947
435954,2973944
435961,2973941
435969,2973939
435977,2973936
435984,2973933
435992,2973930
435999,2973927
436007,2973924
436016,2973922
436024,2973920
436033,2973918
436042,2973916
436050,2973914
436058,2973914
436067,2973913
436075,2973913
436083,2973912
436091,2973912
436099,2973911
436107,2973911
436116,2973912
436124,2973913
436132,2973914
436141,2973915
436149,2973916
436157,2973917
436166,2973918
436175,2973920
436184,2973921
436193,2973923
436202,2973924
436210,2973927
436218,2973930
436226,2973933
436228,2973934
436234,2973938
436242,2973943
436250,2973948
436260,2973950
436269,2973953
436278,2973955
436287,2973956
436296,2973957
436304,2973957
436312,2973957
436320,2973957
436329,2973957
436337,2973957
436345,2973957
436353,2973957
436362,2973958
436370,2973958
436378,2973958
436387,2973959
436395,2973959
436404,2973960
436412,2973960
436421,2973962
436431,2973963
436440,2973964
436449,2973966
436458,2973967
436467,2973969
436476,2973971
436485,2973972
436493,2973974
436502,2973977
436510,2973981
436518,2973984
436527,2973987
436535,2973991
436543,2973994
436543,2973994
436552,2973998
436560,2974002
436568,2974006
436577,2974010
436585,2974014
436593,2974018
436601,2974022
436608,2974026
436615,2974030
436622,2974034
436629,2974038
436636,2974042
436643,2974046
436650,2974050
436650,2974050
436658,2974055
436665,2974059
436672,2974064
436679,2974068
436686,2974073
436693,2974077
436700,2974082
436707,2974086
436715,2974091
436722,2974095
436729,2974099
436736,2974104
436743,2974108
436750,2974114
436758,2974119
436765,2974125
436772,2974130
436780,2974136
436787,2974141
436793,2974146
436800,2974151
436807,2974157
436814,2974162
436821,2974168
436827,2974174
436834,2974180
436840,2974186
436847,2974192
436854,2974198
436860,2974204
436866,2974211
436871,2974218
436877,2974226
436883,2974233
436886,2974241
436886,2974241
436889,2974248
436893,2974255
436896,2974262
436896,2974273
436897,2974282
436897,2974285
436893,2974293
436889,2974301
436883,2974312
436881,2974320
436878,2974328
436877,2974336
436878,2974345
436884,2974354
436891,2974359
436898,2974364
436905,2974369
436912,2974375
436919,2974380
436926,2974385
436926,2974386
436932,2974390
436940,2974404
436941,2974411
436941,2974414
436943,2974423
436941,2974433
436940,2974444
436939,2974454
436937,2974462
436936,2974471
436935,2974479
436937,2974493
436941,2974503
436947,2974513
436952,2974523
436960,2974530
436969,2974536
436977,2974539
436984,2974542
436992,2974544
437000,2974547
437008,2974550
437016,2974553
437024,2974554
437032,2974555
437040,2974556
437048,2974558
437056,2974559
437064,2974560
437072,2974561
437080,2974563
437088,2974563
437097,2974563
437106,2974563
437115,2974563
437124,2974563
437133,2974563
437142,2974563
437152,2974562
437161,2974561
437171,2974560
437178,2974557
437186,2974555
437194,2974552
437201,2974550
437209,2974547
437216,2974545
437224,2974542
437232,2974540
437240,2974536
437248,2974532
437256,2974528
437264,2974525
437272,2974521
437280,2974517
437288,2974513
437296,2974509
437304,2974505
437312,2974502
437320,2974498
437328,2974495
437337,2974491
437345,2974488
437353,2974485
437361,2974480
437369,2974476
437377,2974472
437386,2974468
437394,2974463
437402,2974459
437410,2974455
437417,2974450
437423,2974445
437430,2974440
437437,2974432
437443,2974424
437449,2974415
437456,2974409
437463,2974402
437470,2974395
437477,2974388
437483,2974381
437489,2974375
437494,2974369
437500,2974362
437506,2974355
437511,2974348
437516,2974341
437522,2974333
437527,2974326
